8,13,11,13,15,6,11,23,19,14,12,8,12,10,19,10,13,10,15,15,15,18,9,5,11,7,12,8,19,15,12,7,16,24,11,7,14,14,16,18,6,8,10,24,16,18,15,13,12,10,11,9,21,10,17,17,6,20,6,4,14,11,22,11
-1878,-5021,7276,-1053,-8136,5545,-19390,-3895,-3957,3922,6496,5350,8542,5777,10716,9471,-5055,-1926,-8983,6670,5404,7694,9446,-1685,1594,-2726,-10302,-32,239,9775,1102,4056,6846,11968,11262,2532,-1001,-1454,1990,3960,-379,-3600,-7061,23756,13496,-504,11116,11949,11179,-7411,1223,-4493,11286,-6488,-21700,461,4923,8852,-6173,-4730,-611,535,12340,10659
